kind	byte_status	source_entry	source_class	source_observation	source_delta	source_shape	target_entry	target_class	semantic_gap_class	span_len	known_footprint_len	known_footprint_source	unresolved_tail_len	static_ip_advance_site	top_prefix_variants	top_tail_variants	tail_u16_candidates	events	unique_start_ips	unique_end_ips	byte_variants	terminal_blocks	terminal_events	top_targets	terminal_target_entries	top_deltas	byte_layout	top_byte_variants	source_state_ir	source_dispatch_ir	source_ip_ir	source_long_ir	source_sampled_ir
frontier_span	frontier_span_of_14	95	affine_dispatch_fallback	exact	+0xa	VVECCCVVEC	165	static_validated	known_prefix_plus_tail	0xe	0xa	exact_shape	0x4		51679b97aab1:1:aa150d008000104d0400;37531dbac815:1:dc6812008000c82d0700;5b21efe8343b:1:642c2c0080001b100700	e9e51cfc7d31:2:a500e801;2c3b78dca0ce:1:e801a500	2:+0x0:165*;1:+0x2:165*	3	3	3	3	3	3	165:3	95:3	+0xe:3	b0=enum3(0xaa:1,0xdc:1,0x64:1);b1=enum3(0x15:1,0x68:1,0x2c:1);b2=enum3(0x0d:1,0x12:1,0x2c:1);b3=0x00;b4=0x80;b5=0x00;b6=enum3(0x10:1,0xc8:1,0x1b:1);b7=enum3(0x4d:1,0x2d:1,0x10:1);b8=enum2(0x07:2,0x04:1);b9=0x00;b10=enum2(0xa5:2,0xe8:1);b11=enum2(0x00:2,0x01:1);b12=enum2(0xe8:2,0xa5:1);b13=enum2(0x01:2,0x00:1)	273f3a2b66b3:1:aa150d008000104d0400a500e801;e420825b4462:1:dc6812008000c82d0700a500e801;bc4eafcd852a:1:642c2c0080001b100700e801a500	0x8c595: state xor= state0 ^ u16_4 + 0x1f18e1aa	92=(mask32(u16_4 + 0x1f18e1aa)) & 0xffff	92=0x8		2=sampled operand footprint 0xa, observed target table[86], delta +0x2341b | 1=sampled operand footprint 0xa, observed target table[42], delta +0x1d02e
hidden_span	hidden_span_of_17	210	sampled_only	sampled_long_or_sparse	+0x30	sampled	180	static_validated	known_prefix_plus_tail	0x11	0xb	long_branch_operand	0x6		53c3d90c9540:3:a5000000210c00003d0122	f6657d203dc1:3:b87da0dfad6e		3	1	1	1	1	3	180:3	210:3	+0x11:3	b0=0xa5;b1=0x00;b2=0x00;b3=0x00;b4=0x21;b5=0x0c;b6=0x00;b7=0x00;b8=0x3d;b9=0x01;b10=0x22;b11=0xb8;b12=0x7d;b13=0xa0;b14=0xdf;b15=0xad;...1 omitted	7b439e106b19:3:a5000000210c00003d0122b87da0dfad6e				3=next = table[171], ip += 0x30 | 3=next = table[354], ip += 0x60	
hidden_span	hidden_span_of_17	246	sampled_only	sampled_long_or_sparse	+0x78	sampled	196	static_validated	known_prefix_plus_tail	0x11	0xb	long_branch_operand	0x6		2297a0f1b122:2:ab000000880200003d0100;7e93328328e6:1:620100002d0000003d0122	b1d66c75d3df:2:35e27158ab49;a488bdc25ef0:1:12725c3ad1ec		3	2	2	2	1	1	196:3	246:1	+0x11:3	b0=enum2(0xab:2,0x62:1);b1=enum2(0x00:2,0x01:1);b2=0x00;b3=0x00;b4=enum2(0x88:2,0x2d:1);b5=enum2(0x02:2,0x00:1);b6=0x00;b7=0x00;b8=0x3d;b9=0x01;b10=enum2(0x00:2,0x22:1);b11=enum2(0x35:2,0x12:1);b12=enum2(0xe2:2,0x72:1);b13=enum2(0x71:2,0x5c:1);b14=enum2(0x58:2,0x3a:1);b15=enum2(0xab:2,0xd1:1);...1 omitted	680f3c7e133b:2:ab000000880200003d010035e27158ab49;17fc8f3059ad:1:620100002d0000003d012212725c3ad1ec				25=next = table[165], ip += 0x78 | 3=next = table[165], ip += 0x792	
hidden_span	hidden_span_of_17	316	sampled_only	sampled_backedge	-0x3c4	sampled	297	static_validated	known_prefix_plus_tail	0x11	0xb	long_branch_operand	0x6		4c6c4675309d:2:62010000880200003d0100;bb0b9fc3d6e2:1:62010000070400003d0122	689513047f74:2:8459c7c66800;5da54fd668e5:1:b5eb57b4371a	2:+0x4:104	3	2	2	2	1	1	297:3	316:1	+0x11:3	b0=0x62;b1=0x01;b2=0x00;b3=0x00;b4=enum2(0x88:2,0x07:1);b5=enum2(0x02:2,0x04:1);b6=0x00;b7=0x00;b8=0x3d;b9=0x01;b10=enum2(0x00:2,0x22:1);b11=enum2(0x84:2,0xb5:1);b12=enum2(0x59:2,0xeb:1);b13=enum2(0xc7:2,0x57:1);b14=enum2(0xc6:2,0xb4:1);b15=enum2(0x68:2,0x37:1);...1 omitted	bac4f71e9983:2:62010000880200003d01008459c7c66800;39836d0b0ece:1:62010000070400003d0122b5eb57b4371a				255=next = table[165], ip -= 0x3c4 | 91=next = table[171], ip += 0x2d	
hidden_span	hidden_span_of_17	145	sampled_only	sampled_long_or_sparse	+0x139	sampled	157	static_validated	known_prefix_plus_tail	0x11	0xb	long_branch_operand	0x6		a14328aebaaa:3:620100008b0200003d0100	c58703295cee:3:e80540083ca5		3	1	1	1	0	0	157:3		+0x11:3	b0=0x62;b1=0x01;b2=0x00;b3=0x00;b4=0x8b;b5=0x02;b6=0x00;b7=0x00;b8=0x3d;b9=0x01;b10=0x00;b11=0xe8;b12=0x05;b13=0x40;b14=0x08;b15=0x3c;...1 omitted	5b3b9ff5610f:3:620100008b0200003d0100e80540083ca5				125=next = table[354], ip += 0x139 | 4=next = table[165], ip += 0xbec	
hidden_span	hidden_span_of_17	210	sampled_only	sampled_long_or_sparse	+0x30	sampled	297	static_validated	known_prefix_plus_tail	0x11	0xb	long_branch_operand	0x6		a14328aebaaa:3:620100008b0200003d0100	64ca5cfe016b:3:88eced03ef02		3	1	1	1	0	0	297:3		+0x11:3	b0=0x62;b1=0x01;b2=0x00;b3=0x00;b4=0x8b;b5=0x02;b6=0x00;b7=0x00;b8=0x3d;b9=0x01;b10=0x00;b11=0x88;b12=0xec;b13=0xed;b14=0x03;b15=0xef;...1 omitted	3a481abea392:3:620100008b0200003d010088eced03ef02				3=next = table[171], ip += 0x30 | 3=next = table[354], ip += 0x60	
hidden_span	hidden_span_of_16	246	sampled_only	sampled_long_or_sparse	+0x78	sampled	258	static_validated	known_prefix_plus_tail	0x10	0xb	long_branch_operand	0x5		a14328aebaaa:3:620100008b0200003d0100	6340acd80e20:3:5a7710087c		3	1	1	1	0	0	258:3		+0x10:3	b0=0x62;b1=0x01;b2=0x00;b3=0x00;b4=0x8b;b5=0x02;b6=0x00;b7=0x00;b8=0x3d;b9=0x01;b10=0x00;b11=0x5a;b12=0x77;b13=0x10;b14=0x08;b15=0x7c	009b5706ea06:3:620100008b0200003d01005a7710087c				25=next = table[165], ip += 0x78 | 3=next = table[165], ip += 0x792	
hidden_span	hidden_span_of_17	246	sampled_only	sampled_long_or_sparse	+0x78	sampled	340	static_validated	known_prefix_plus_tail	0x11	0xb	long_branch_operand	0x6		ba12a2b1bd54:3:62010000910700003d0122	e01ae7009d64:3:8274faa79300	3:+0x4:147	3	1	1	1	0	0	340:3		+0x11:3	b0=0x62;b1=0x01;b2=0x00;b3=0x00;b4=0x91;b5=0x07;b6=0x00;b7=0x00;b8=0x3d;b9=0x01;b10=0x22;b11=0x82;b12=0x74;b13=0xfa;b14=0xa7;b15=0x93;...1 omitted	c7cf8c8cb15d:3:62010000910700003d01228274faa79300				25=next = table[165], ip += 0x78 | 3=next = table[165], ip += 0x792	
hidden_span	hidden_span_of_17	316	sampled_only	sampled_backedge	-0x3c4	sampled	18	static_validated	known_prefix_plus_tail	0x11	0xb	long_branch_operand	0x6		2297a0f1b122:3:ab000000880200003d0100	fd76132ea7b7:3:7c5c8e42078e		3	1	1	1	0	0	18:3		+0x11:3	b0=0xab;b1=0x00;b2=0x00;b3=0x00;b4=0x88;b5=0x02;b6=0x00;b7=0x00;b8=0x3d;b9=0x01;b10=0x00;b11=0x7c;b12=0x5c;b13=0x8e;b14=0x42;b15=0x07;...1 omitted	42068d4a8f4b:3:ab000000880200003d01007c5c8e42078e				255=next = table[165], ip -= 0x3c4 | 91=next = table[171], ip += 0x2d	
hidden_span	hidden_span_of_17	334	sampled_only	sampled_long_or_sparse	+0x2a5	sampled	64	static_validated	known_prefix_plus_tail	0x11	0xb	long_branch_operand	0x6		ba12a2b1bd54:3:62010000910700003d0122	b87d0b2f7d14:3:73c8cf073308		3	1	1	1	0	0	64:3		+0x11:3	b0=0x62;b1=0x01;b2=0x00;b3=0x00;b4=0x91;b5=0x07;b6=0x00;b7=0x00;b8=0x3d;b9=0x01;b10=0x22;b11=0x73;b12=0xc8;b13=0xcf;b14=0x07;b15=0x33;...1 omitted	5778785c8d91:3:62010000910700003d012273c8cf073308				25=next = table[354], ip += 0x2a5 | 1=next = table[165], ip += 0x238	
hidden_span	hidden_span_of_16	75	sampled_only	sampled_backedge	-0x6d	sampled	30	static_validated	known_prefix_plus_tail	0x10	0xb	long_branch_operand	0x5		09e21213efd4:3:a5000000880200003d0100	6533b0cbea4c:3:6d0df0008a	3:+0x2:240	3	1	1	1	0	0	30:3		+0x10:3	b0=0xa5;b1=0x00;b2=0x00;b3=0x00;b4=0x88;b5=0x02;b6=0x00;b7=0x00;b8=0x3d;b9=0x01;b10=0x00;b11=0x6d;b12=0x0d;b13=0xf0;b14=0x00;b15=0x8a	c04a01aea5ca:3:a5000000880200003d01006d0df0008a				255=next = table[171], ip -= 0x6d | 9=next = table[165], ip += 0x60	
frontier_span	frontier_span_of_14	216	affine_dispatch_fallback	exact	+0xa	VVECCCVVEC	354	static_validated	known_prefix_plus_tail	0xe	0xa	exact_shape	0x4		26963f53e74b:1:7cb033008000d04f0700;1728b62f182c:1:a21f2d00800040510200	b12ac48450d5:2:e8016201	2:+0x2:354*	2	2	2	2	2	2	354:2	216:2	+0xe:2	b0=enum2(0x7c:1,0xa2:1);b1=enum2(0xb0:1,0x1f:1);b2=enum2(0x33:1,0x2d:1);b3=0x00;b4=0x80;b5=0x00;b6=enum2(0xd0:1,0x40:1);b7=enum2(0x4f:1,0x51:1);b8=enum2(0x07:1,0x02:1);b9=0x00;b10=0xe8;b11=0x01;b12=0x62;b13=0x01	f02e2b144c31:1:7cb033008000d04f0700e8016201;0f64bac6b8fb:1:a21f2d00800040510200e8016201	0xa4b33: state xor= state0 ^ flags0	112=(mask32(u16_1 - (mask32(state0 ^ flags0)))) & 0xffff	112=0x5		
frontier_span	frontier_span_of_10	264	affine_dispatch_fallback	exact	+0xa	VVECCCVVEC	310	static_validated	single_known_footprint	0xa	0xa	exact_shape	0x0		4608fa4ecbc7:1:106d36008000007a0700;b2411da304e6:1:2d7036008000f07e0700	:2:		2	2	2	2	2	2	310:2	264:2	+0xa:2	b0=enum2(0x10:1,0x2d:1);b1=enum2(0x6d:1,0x70:1);b2=0x36;b3=0x00;b4=0x80;b5=0x00;b6=enum2(0x00:1,0xf0:1);b7=enum2(0x7a:1,0x7e:1);b8=0x07;b9=0x00	4608fa4ecbc7:1:106d36008000007a0700;b2411da304e6:1:2d7036008000f07e0700	0xaf88c: state and= state0 & u16_8 + state0 - 0x6fba3362	49=(mask32((mask32(u16_8 + state0)) - 0x6fba3362)) & 0xffff	49=0x22		
frontier_span	frontier_span_of_14	278	affine_dispatch_fallback	exact	+0xa	VVECCCVVEC	165	static_validated	known_prefix_plus_tail	0xe	0xa	exact_shape	0x4		56dae912963c:1:7a1b23008000d2ef0500;5117269e45e5:1:d72d2c00800076640300	e9e51cfc7d31:1:a500e801;2c3b78dca0ce:1:e801a500	1:+0x0:165*;1:+0x2:165*	2	2	2	2	2	2	165:2	278:2	+0xe:2	b0=enum2(0x7a:1,0xd7:1);b1=enum2(0x1b:1,0x2d:1);b2=enum2(0x23:1,0x2c:1);b3=0x00;b4=0x80;b5=0x00;b6=enum2(0xd2:1,0x76:1);b7=enum2(0xef:1,0x64:1);b8=enum2(0x05:1,0x03:1);b9=0x00;b10=enum2(0xa5:1,0xe8:1);b11=enum2(0x00:1,0x01:1);b12=enum2(0xe8:1,0xa5:1);b13=enum2(0x01:1,0x00:1)	4c4844333ed5:1:7a1b23008000d2ef0500a500e801;6ade10409008:1:d72d2c00800076640300e801a500	0xb2581: state or= state0 | flags0 | 0xb2618: state or= state0 | flags0 | u16_2 - state0 | flags0 + 0x68baea26	82=(mask32((mask32(u16_2 - (mask32(state0 | flags0)))) + 0x68baea26)) & 0xffff	82=0x5		1=sampled operand footprint 0xa, observed target table[323], delta +0x221770 | 1=sampled operand footprint 0xa, observed target table[86], delta +0x2426ba
frontier_span	frontier_span_of_14	278	affine_dispatch_fallback	exact	+0xa	VVECCCVVEC	171	static_validated	known_prefix_plus_tail	0xe	0xa	exact_shape	0x4		47bf17902540:1:feb21500800022510200;449a1c381abf:1:19641700800018500200	2c1b3e824c9e:1:ab00e801;84058bb8e996:1:e801ab00	1:+0x0:171*;1:+0x2:171*	2	2	2	2	2	2	171:2	278:2	+0xe:2	b0=enum2(0xfe:1,0x19:1);b1=enum2(0xb2:1,0x64:1);b2=enum2(0x15:1,0x17:1);b3=0x00;b4=0x80;b5=0x00;b6=enum2(0x22:1,0x18:1);b7=enum2(0x51:1,0x50:1);b8=0x02;b9=0x00;b10=enum2(0xab:1,0xe8:1);b11=enum2(0x00:1,0x01:1);b12=enum2(0xe8:1,0xab:1);b13=enum2(0x01:1,0x00:1)	a9dac0e44e50:1:feb21500800022510200ab00e801;f4ec3078f433:1:19641700800018500200e801ab00	0xb2581: state or= state0 | flags0 | 0xb2618: state or= state0 | flags0 | u16_2 - state0 | flags0 + 0x68baea26	82=(mask32((mask32(u16_2 - (mask32(state0 | flags0)))) + 0x68baea26)) & 0xffff	82=0x5		1=sampled operand footprint 0xa, observed target table[323], delta +0x221770 | 1=sampled operand footprint 0xa, observed target table[86], delta +0x2426ba
frontier_span	frontier_span_of_14	311	affine_dispatch_fallback	exact	+0xa	VVECCCVVEC	171	static_validated	known_prefix_plus_tail	0xe	0xa	exact_shape	0x4		0d6a2af31d14:1:76c8180080003a2e0200;441555e82cc3:1:8e6117008000c65d0300	84058bb8e996:1:e801ab00;2c1b3e824c9e:1:ab00e801	1:+0x2:171*;1:+0x0:171*	2	2	2	2	2	2	171:2	311:2	+0xe:2	b0=enum2(0x76:1,0x8e:1);b1=enum2(0xc8:1,0x61:1);b2=enum2(0x18:1,0x17:1);b3=0x00;b4=0x80;b5=0x00;b6=enum2(0x3a:1,0xc6:1);b7=enum2(0x2e:1,0x5d:1);b8=enum2(0x02:1,0x03:1);b9=0x00;b10=enum2(0xe8:1,0xab:1);b11=enum2(0x01:1,0x00:1);b12=enum2(0xab:1,0xe8:1);b13=enum2(0x00:1,0x01:1)	9604caa2689a:1:76c8180080003a2e0200e801ab00;00a4a57ad39c:1:8e6117008000c65d0300ab00e801	0xb87ef: state sub= state0 - 0x1889c111 | 0xb8997: state sub= state0 - 0x1889c111 - flags0 - state0 - 0x1889c111 + 0x3cae9026 | 0x2b959efa | 0x35e8abc1 | 0xb8ae7: state sub= sta...	67=(mask32((mask32(u16_3 ^ (mask32((mask32(state0 - 0x1889c111)) - (mask32((mask32((mask32(flags0 - (mask32((mask32(state0 - 0x1889c111)) + 0x3cae9026)))) | 0x2b959efa)) | 0x35e...	67=0x5		1=sampled operand footprint 0xa, observed target table[42], delta +0x169eb | 1=sampled operand footprint 0xa, observed target table[42], delta -0x34ced
frontier_span	frontier_span_of_14	311	affine_dispatch_fallback	exact	+0xa	VVECCCVVEC	354	static_validated	known_prefix_plus_tail	0xe	0xa	exact_shape	0x4		136f2ff077d5:1:be561700800018500200;fc2bce3b1915:1:635d1700800018500200	b12ac48450d5:2:e8016201	2:+0x2:354*	2	2	2	2	2	2	354:2	311:2	+0xe:2	b0=enum2(0xbe:1,0x63:1);b1=enum2(0x56:1,0x5d:1);b2=0x17;b3=0x00;b4=0x80;b5=0x00;b6=0x18;b7=0x50;b8=0x02;b9=0x00;b10=0xe8;b11=0x01;b12=0x62;b13=0x01	eee0fc569bff:1:be561700800018500200e8016201;3e9a5de98151:1:635d1700800018500200e8016201	0xb87ef: state sub= state0 - 0x1889c111 | 0xb8997: state sub= state0 - 0x1889c111 - flags0 - state0 - 0x1889c111 + 0x3cae9026 | 0x2b959efa | 0x35e8abc1 | 0xb8ae7: state sub= sta...	67=(mask32((mask32(u16_3 ^ (mask32((mask32(state0 - 0x1889c111)) - (mask32((mask32((mask32(flags0 - (mask32((mask32(state0 - 0x1889c111)) + 0x3cae9026)))) | 0x2b959efa)) | 0x35e...	67=0x5		1=sampled operand footprint 0xa, observed target table[42], delta +0x169eb | 1=sampled operand footprint 0xa, observed target table[42], delta -0x34ced
hidden_span	hidden_span_of_14	216	affine_dispatch_fallback	exact	+0xa	VVECCCVVEC	354	static_validated	known_prefix_plus_tail	0xe	0xa	exact_shape	0x4		af900e556c3c:1:acad17008000c0ae0200;c199767166ac:1:17d71e008000087d0300	3bfb9d72dde2:1:6201e801;b12ac48450d5:1:e8016201	1:+0x0:354*;1:+0x2:354*	2	2	2	2	2	2	354:2	216:2	+0xe:2	b0=enum2(0xac:1,0x17:1);b1=enum2(0xad:1,0xd7:1);b2=enum2(0x17:1,0x1e:1);b3=0x00;b4=0x80;b5=0x00;b6=enum2(0xc0:1,0x08:1);b7=enum2(0xae:1,0x7d:1);b8=enum2(0x02:1,0x03:1);b9=0x00;b10=enum2(0x62:1,0xe8:1);b11=0x01;b12=enum2(0xe8:1,0x62:1);b13=0x01	89bb7a6b3316:1:acad17008000c0ae02006201e801;8317ae44322a:1:17d71e008000087d0300e8016201	0xa4b33: state xor= state0 ^ flags0	112=(mask32(u16_1 - (mask32(state0 ^ flags0)))) & 0xffff	112=0x5		
hidden_span	hidden_span_of_17	334	sampled_only	sampled_long_or_sparse	+0x2a5	sampled	189	static_validated	known_prefix_plus_tail	0x11	0xb	long_branch_operand	0x6		b5e9ede14be1:2:a500000091e002003d0122	ff8c7e5708db:2:73c8c63adb0f		2	1	1	1	1	2	189:2	334:2	+0x11:2	b0=0xa5;b1=0x00;b2=0x00;b3=0x00;b4=0x91;b5=0xe0;b6=0x02;b7=0x00;b8=0x3d;b9=0x01;b10=0x22;b11=0x73;b12=0xc8;b13=0xc6;b14=0x3a;b15=0xdb;...1 omitted	0b216fe61b17:2:a500000091e002003d012273c8c63adb0f				25=next = table[354], ip += 0x2a5 | 1=next = table[165], ip += 0x238	
hidden_span	hidden_span_of_17	145	sampled_only	sampled_long_or_sparse	+0x139	sampled	121	static_validated	known_prefix_plus_tail	0x11	0xb	long_branch_operand	0x6		d077c2b525fb:2:ab0000008b0200003d0100	6b9be91b996d:2:a00a39736800	2:+0x4:104	2	1	1	1	0	0	121:2		+0x11:2	b0=0xab;b1=0x00;b2=0x00;b3=0x00;b4=0x8b;b5=0x02;b6=0x00;b7=0x00;b8=0x3d;b9=0x01;b10=0x00;b11=0xa0;b12=0x0a;b13=0x39;b14=0x73;b15=0x68;...1 omitted	707b8be12289:2:ab0000008b0200003d0100a00a39736800				125=next = table[354], ip += 0x139 | 4=next = table[165], ip += 0xbec	
hidden_span	hidden_span_of_16	210	sampled_only	sampled_long_or_sparse	+0x30	sampled	196	static_validated	known_prefix_plus_tail	0x10	0xb	long_branch_operand	0x5		d077c2b525fb:2:ab0000008b0200003d0100	1db6237c77db:2:4f8bd3d5af		2	1	1	1	0	0	196:2		+0x10:2	b0=0xab;b1=0x00;b2=0x00;b3=0x00;b4=0x8b;b5=0x02;b6=0x00;b7=0x00;b8=0x3d;b9=0x01;b10=0x00;b11=0x4f;b12=0x8b;b13=0xd3;b14=0xd5;b15=0xaf	543901228376:2:ab0000008b0200003d01004f8bd3d5af				3=next = table[171], ip += 0x30 | 3=next = table[354], ip += 0x60	
hidden_span	hidden_span_of_17	210	sampled_only	sampled_long_or_sparse	+0x30	sampled	183	static_validated	known_prefix_plus_tail	0x11	0xb	long_branch_operand	0x6		d077c2b525fb:2:ab0000008b0200003d0100	c9118e819a6c:2:2d056d82f304		2	1	1	1	0	0	183:2		+0x11:2	b0=0xab;b1=0x00;b2=0x00;b3=0x00;b4=0x8b;b5=0x02;b6=0x00;b7=0x00;b8=0x3d;b9=0x01;b10=0x00;b11=0x2d;b12=0x05;b13=0x6d;b14=0x82;b15=0xf3;...1 omitted	5d3381e01895:2:ab0000008b0200003d01002d056d82f304				3=next = table[171], ip += 0x30 | 3=next = table[354], ip += 0x60	
hidden_span	hidden_span_of_17	246	sampled_only	sampled_long_or_sparse	+0x78	sampled	157	static_validated	known_prefix_plus_tail	0x11	0xb	long_branch_operand	0x6		a14328aebaaa:2:620100008b0200003d0100	8c41c50c2d89:2:f76e460c8c42		2	1	1	1	0	0	157:2		+0x11:2	b0=0x62;b1=0x01;b2=0x00;b3=0x00;b4=0x8b;b5=0x02;b6=0x00;b7=0x00;b8=0x3d;b9=0x01;b10=0x00;b11=0xf7;b12=0x6e;b13=0x46;b14=0x0c;b15=0x8c;...1 omitted	fe0049930748:2:620100008b0200003d0100f76e460c8c42				25=next = table[165], ip += 0x78 | 3=next = table[165], ip += 0x792	
hidden_span	hidden_span_of_17	75	sampled_only	sampled_backedge	-0x6d	sampled	350	static_validated	known_prefix_plus_tail	0x11	0xb	long_branch_operand	0x6		d3955d08643b:1:ab0000006d0000803d019a;8e6361a6a5a9:1:62010000110200003d019a	2f042e539a9b:1:5ae9e544f6d9;5ee52bbf1c02:1:bf042b7d44c0		2	2	2	2	0	0	350:2		+0x11:2	b0=enum2(0xab:1,0x62:1);b1=enum2(0x00:1,0x01:1);b2=0x00;b3=0x00;b4=enum2(0x6d:1,0x11:1);b5=enum2(0x00:1,0x02:1);b6=0x00;b7=enum2(0x80:1,0x00:1);b8=0x3d;b9=0x01;b10=0x9a;b11=enum2(0x5a:1,0xbf:1);b12=enum2(0xe9:1,0x04:1);b13=enum2(0xe5:1,0x2b:1);b14=enum2(0x44:1,0x7d:1);b15=enum2(0xf6:1,0x44:1);...1 omitted	4f36c8f5b0c7:1:ab0000006d0000803d019a5ae9e544f6d9;254699332461:1:62010000110200003d019abf042b7d44c0				255=next = table[171], ip -= 0x6d | 9=next = table[165], ip += 0x60	
hidden_span	hidden_span_of_16	75	sampled_only	sampled_backedge	-0x6d	sampled	189	static_validated	known_prefix_plus_tail	0x10	0xb	long_branch_operand	0x5		a14328aebaaa:2:620100008b0200003d0100	b840c0aeb4f5:2:63c3c7c782		2	1	1	1	0	0	189:2		+0x10:2	b0=0x62;b1=0x01;b2=0x00;b3=0x00;b4=0x8b;b5=0x02;b6=0x00;b7=0x00;b8=0x3d;b9=0x01;b10=0x00;b11=0x63;b12=0xc3;b13=0xc7;b14=0xc7;b15=0x82	24a658a79d81:2:620100008b0200003d010063c3c7c782				255=next = table[171], ip -= 0x6d | 9=next = table[165], ip += 0x60	
hidden_span	hidden_span_of_17	78	affine_dispatch_fallback	exact	+0xd	CCCCCCCCCCCCC	354	static_validated	known_prefix_plus_tail	0x11	0xd	exact_shape	0x4		8ed0391741a7:1:6394ff02ef88624d172c008000	3bfb9d72dde2:1:6201e801	1:+0x0:354*	1	1	1	1	1	2	354:1	78:2	+0x11:1	b0=0x63;b1=0x94;b2=0xff;b3=0x02;b4=0xef;b5=0x88;b6=0x62;b7=0x4d;b8=0x17;b9=0x2c;b10=0x00;b11=0x80;b12=0x00;b13=0x62;b14=0x01;b15=0xe8;...1 omitted	c9e56bb7e031:1:6394ff02ef88624d172c0080006201e801	0x88668: state sub= state0 - flags0 ^ 0xc7e744f ^ 0x623ccce4 | 0x88675: state and= state0 - flags0 ^ 0xc7e744f ^ 0x623ccce4 & 0xd4da920 | 0x8869c: state or= state0 - flags0 ^ 0x...	1=(mask32(u16_0 ^ (mask32((mask32((mask32((mask32((mask32((mask32((mask32(state0 - (mask32((mask32(flags0 ^ 0xc7e744f)) ^ 0x623ccce4)))) & 0xd4da920)) | (mask32((mask32(flags0 ^...	1=0x5		
frontier_span	frontier_span_of_10	216	affine_dispatch_fallback	exact	+0xa	VVECCCVVEC	310	static_validated	single_known_footprint	0xa	0xa	exact_shape	0x0		01676a780095:1:666e36008000a07c0700	:1:		1	1	1	1	1	1	310:1	216:1	+0xa:1	b0=0x66;b1=0x6e;b2=0x36;b3=0x00;b4=0x80;b5=0x00;b6=0xa0;b7=0x7c;b8=0x07;b9=0x00	01676a780095:1:666e36008000a07c0700	0xa4b33: state xor= state0 ^ flags0	112=(mask32(u16_1 - (mask32(state0 ^ flags0)))) & 0xffff	112=0x5		
frontier_span	frontier_span_of_14	264	affine_dispatch_fallback	exact	+0xa	VVECCCVVEC	171	static_validated	known_prefix_plus_tail	0xe	0xa	exact_shape	0x4		8ea908c116ab:1:cd6c1200800090110300	84058bb8e996:1:e801ab00	1:+0x2:171*	1	1	1	1	1	1	171:1	264:1	+0xe:1	b0=0xcd;b1=0x6c;b2=0x12;b3=0x00;b4=0x80;b5=0x00;b6=0x90;b7=0x11;b8=0x03;b9=0x00;b10=0xe8;b11=0x01;b12=0xab;b13=0x00	ae13caca2f8d:1:cd6c1200800090110300e801ab00	0xaf88c: state and= state0 & u16_8 + state0 - 0x6fba3362	49=(mask32((mask32(u16_8 + state0)) - 0x6fba3362)) & 0xffff	49=0x22		
frontier_span	frontier_span_of_14	356	affine_dispatch_fallback	exact	+0xa	VVECCCVVEC	354	static_validated	known_prefix_plus_tail	0xe	0xa	exact_shape	0x4		a7172b50ad42:1:0f0332008000804b0700	3bfb9d72dde2:1:6201e801	1:+0x0:354*	1	1	1	1	1	1	354:1	356:1	+0xe:1	b0=0x0f;b1=0x03;b2=0x32;b3=0x00;b4=0x80;b5=0x00;b6=0x80;b7=0x4b;b8=0x07;b9=0x00;b10=0x62;b11=0x01;b12=0xe8;b13=0x01	8434c4643d4c:1:0f0332008000804b07006201e801	0xc2a0d: state xor= state0 ^ flags0	116=(mask32((mask32(u16_0 ^ (mask32(state0 ^ flags0)))) + 0x70d7d4a7)) & 0xffff	116=0x5		
frontier_span	frontier_span_of_17	80	target_only	target_only	-	-	354	static_validated	target_only_prefix_plus_tail	0x11	0x5	target_only_static_ip_advance	0xc	tail_ip_add@0x89204	c0cb04f4b969:1:0027567bd3	fa974f4ec50c:1:c679ab2a2c0080006201e801	1:+0x4:44,+0x6:128,+0x8:354*	1	1	1	1	1	1	354:1	80:1	+0x11:1	b0=0x00;b1=0x27;b2=0x56;b3=0x7b;b4=0xd3;b5=0xc6;b6=0x79;b7=0xab;b8=0x2a;b9=0x2c;b10=0x00;b11=0x80;b12=0x00;b13=0x62;b14=0x01;b15=0xe8;...1 omitted	04af29d51e1c:1:0027567bd3c679ab2a2c0080006201e801	0x88d7d: state xor= state0 ^ flags0 ^ 0x5d998d49 | 0x88da8: state and= state0 ^ flags0 ^ 0x5d998d49 & 0x4500f854 | 0x88ddc: state xor= state0 ^ flags0 ^ 0x5d998d49 & 0x4500f854 ...				
frontier_span	frontier_span_of_10	95	affine_dispatch_fallback	exact	+0xa	VVECCCVVEC	169	static_validated	single_known_footprint	0xa	0xa	exact_shape	0x0		a0beae14d2a2:1:1c7933008000d04f0700	:1:		1	1	1	1	1	1	169:1	95:1	+0xa:1	b0=0x1c;b1=0x79;b2=0x33;b3=0x00;b4=0x80;b5=0x00;b6=0xd0;b7=0x4f;b8=0x07;b9=0x00	a0beae14d2a2:1:1c7933008000d04f0700	0x8c595: state xor= state0 ^ u16_4 + 0x1f18e1aa	92=(mask32(u16_4 + 0x1f18e1aa)) & 0xffff	92=0x8		2=sampled operand footprint 0xa, observed target table[86], delta +0x2341b | 1=sampled operand footprint 0xa, observed target table[42], delta +0x1d02e
